product_id,web_id,sku,mpn_sku,gtin,part_number,name,brand,category,collection,product_type,color,size,price,map_price,margin,osb_url,grouping_attr_1,grouping_attr_1_value,grouping_attr_2,grouping_attr_2_value,bed_size_measure,fireplace_option,layout_icon,rug_size,mattress_size,power_option,dimension_text,comfort_level,mattress_thickness,mfr_sales_30d,status,scraping_status,claimed_by,claimed_at,keyword,url,last_attempt,error_message,created_at,updated_at,retry_count,is_osb_url_imported,priority
8480,qb95512,30246,30246,8.40412E+11,30246,ACME Estrella Youth Chest in White,ACME,Bedroom Furniture,Estrella Collection,Bedroom/Chests,White,,865.15,NULL,21,https://www.1stopbedrooms.com/acme-estrella-youth-chest-in-white-30246,,,,,,,,,,,,,,0,1,completed,NULL,NULL,1stopbedrooms ACME Estrella Youth Chest in White "30246" "White"  ,https://www.google.com/search?q=1stopbedrooms+ACME+Estrella+Youth+Chest+in+White+"30246"+"White"++&udm=28&gl=US&hl=en&pws=0,22-07-2026 12:20,NULL,18-05-2026 04:52,30-07-2026 10:28,0,1,0
