url,name,image_url,price,seller,pid,cid,gid
https://www.google.com/search?q=corner+sofa+furniture&udm=28&gl=AT,Modular Corner Sofa Wolke with Chaise End Green Fabric B 290 x T 262 cm,,"€ 3.649,00",westwing.de,9545442218459858056,1717485116729703696,9651797627409304561
https://www.google.com/search?q=corner+sofa+furniture&udm=28&gl=AT,Modular Bouclé Corner Sofa Wolke with Chaise End Bouclé B 290 x T 262 cm,,"€ 3.199,00",westwing.at,17384614750697679558,4371445198918996548,469582800495244345
https://www.google.com/search?q=corner+sofa+furniture&udm=28&gl=AT,Kaiser Möbel Ecksofa Modulares U-Form,,"€ 1.999,00",XXXLutz AT,8121990895973412727,13113142464642774245,4388766653028446037
https://www.google.com/search?q=corner+sofa+furniture&udm=28&gl=AT,IKEA EKHOLMA corner sofa 4-seat with open end,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQQoN_P8-srev38cQZvEljf8k4SXxdn7PS0M_tpArUzTX9UFINbjRtp_q_ULcBqYjw5sx2IIhMZkTrylcAuCYjrNr2TA2i_JQKQo4nDXEljCEDllrSR2NixbA,"€ 949,00",IKEA,13594916395490628332,9258795548321178715,10087896252135133362
https://www.google.com/search?q=corner+sofa+furniture&udm=28&gl=AT,Lkikos L Shape Sofa Bed in a Box,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQ9jXyX4FCSvWSCpbSqCq2mIYcAxw1tXzToO-Xn0R3QhYykhJUj3FkceIC7p489lDssRYIpUbqoPwysHZThgI4RJ_-x34aGk589WeDDp4M,"€ 1.303,95",Lkikos.com,6551215226316292201,9228677447909972889,17491965745330254797
https://www.google.com/search?q=corner+sofa+furniture&udm=28&gl=AT,XL Modular Corner Sofa Wolke with Chaise End Fabric B 377 x T 262 cm,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcScoBSl8G_odDK2KMBCN6yrjZN6mZYaK-eJyiZqgl-8xvFoVoj7mR-lVmSfwSBzvUcMJyKmJhYQaAkcpKa8sG1501fep1Xzk4_oe_pFEN288mQDKvoh-GUxqg,"€ 4.199,00",westwing.de,9877862317239236767,15145103240228861258,2819566030035402585
https://www.google.com/search?q=corner+sofa+furniture&udm=28&gl=AT,"Modular shaped Corner Sofa 3200 mm, with Storage, Side Table and Ottoman",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSpfFhNQTaqbUzTrhnGLleIxj3m9uLM8nhOtrQgLp2aO9fZmO8R99lDOOmzVjQf2OYPk5-Lrv2oPy1Iz5FGGcKPcS9s-pTrIE48OagIoqs,"€ 1.999,99",Homary.com,11981494114080785256,15937551446089739528,12881829280985169060
https://www.google.com/search?q=corner+sofa+furniture&udm=28&gl=AT,IKEA LILLEHEM modular corner sofa,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQZUZz1TCXcnafFmGdyj184Nft-rFTqwA9uN1vrlZOG3rarAXs9XYotEEeKex9cObYTXq-H-YR996yWMDGZ-mIS3Am9nqfZ9jQwp2FHl6e3o3Ki4mWHNnCyNg,"€ 820,00",IKEA,9928728292247920540,10181026886853026216,1419863338256085067
https://www.google.com/search?q=corner+sofa+furniture&udm=28&gl=AT,Modular Corner Sofa Wolke with Chaise End Fabric B 371 x T 167 cm,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQB52T6TkDZ4rQC-bPfLzwn122dHlYpAK0PbWu35_hqnWw9a2djJSG-Qyw0E3Z0rvySjaFDafRSIGwumtK9JhpHYABDgIZ1Q-KYA5DnHwIu9Hjtl8E-nlZGBhw,"€ 3.649,00",westwing.at,9590391762078859414,9847457875162288108,10747026599291557251
https://www.google.com/search?q=corner+sofa+furniture&udm=28&gl=AT,Fabric Modern High-Back corner sofa Ash wood legs Grass color / Four-person corner sofa,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcT9CItfRGLCcLkfr5om27rlzwYC8bPDAl4FdZfbh-Cossvo2_HZSWpeirUp78B7mUA2mzLcYehheqUsCplmuTrLxPfIWssjMMNClMZ9Lkmstpyd3FEGefFM,"€ 1.839,18",GVAwood,17471363542397779479,8689142426012993231,4987280593704444552
https://www.google.com/search?q=corner+sofa+furniture&udm=28&gl=AT,Corner Sofa Cucita Fabric B T 163 cm,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTJTqKhjiZyyphcVGb6mXcTzby4pxaPuvGClspwqW3vtRmQ0zsjt2HMZUn_JAuNScHCjy9t1a4Coa7i7byB25p7Z9ISkeS12KlLt5KTPed65BfzDPvT3DTK3g,"€ 1.999,00",westwing.de,14219707720919485721,12575219085927156540,1122142073916465260
https://www.google.com/search?q=corner+sofa+furniture&udm=28&gl=AT,IKEA SÖDERHAMN 4-seat sofa with chaise longue,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRx_wR-eKjEzRmEM0c_vtXM6hI3r6yXcSrsWyokgnIseMqJmDSfBKC5e1rlgZNgUuc_tqv5eRuIyRlyP_MYZJzjxBBVCCVZh-yecHE82ojW6L9hgNSVDIdJyA,"€ 1.439,00",IKEA,5846410080017832336,2145957398540973960,12581507021749040381
https://www.google.com/search?q=corner+sofa+furniture&udm=28&gl=AT,Altdecor Ecksofa modulares Sofa 490x194x70 cm Bouclé,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTOHNPpjbJlmnZ-or32mqbnkpcLSHCSLNvX9avpOZkvgJlGsFbXjOREmmL6IG9_HfRYEbZszNuUnJhG6bAqMx1xB1IlJFpv8pjA9AQMSXXQ4-rza5VmTCseeA,"€ 2.369,90",XXXLutz AT,5936402769319437491,15245186494668260412,14924254410770616105
https://www.google.com/search?q=corner+sofa+furniture&udm=28&gl=AT,Beliani Ecksofa Polsterbezug Chesterfield,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSWBwn605NoGgSfVtgK5dRcqo7D8NFiwzB4JCdHWfMvKkiS1lxvR7wJ_0FxFhFGY_7LiEm_hrTK2Gmw7riTyjz7vtZdnJvF5Z2OV47Y28PrOMm9Q_3uUZXS,"€ 1.919,99",Beliani.at,3850889676487255805,2424875851784777160,3497938100495472852
https://www.google.com/search?q=corner+sofa+furniture&udm=28&gl=AT,Modular Bouclé Corner Sofa Wolke Bouclé B T 167 cm,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQInuwvViswvwq25T1x5ymlEvtHvbhyj-u41hUwzd17ToacI-mQiIz526T_aAivNCaZS--r2URteT2Hyz1WQmQDADJBESFTlQBQOHXt_OjJO_siR7f1zkMG,"€ 3.649,00",westwing.at,3581025424944607630,3474668437498404350,14510983653853478300
https://www.google.com/search?q=corner+sofa+furniture&udm=28&gl=AT,Linen Blend Modular Corner Sofa Lennon Fabric B 327 x T 180 cm,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRsigzVVloISffFkBslruBPGlweiec5f4bUvDiWxuyJeeACDqmh3TDwR8bSjlhD4OKB5fNfkKMJLeU2pRTHfF4DTBVWwZu6z-yC8NFcaOvIKucsMnF6I8KztQ,"€ 3.449,00",westwing.de,8408006095932901266,6776961080991821736,8814883242634177170
https://www.google.com/search?q=corner+sofa+furniture&udm=28&gl=AT,IKEA SALTSJÖBADEN corner sofa 4-seat,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRKliaGLgm-qvuhUd4_bQqrIc7g5hqgINJEu7JR5_9D3D1GGIcQBbfSA4C3Dj6_RVQ2vt5fa1RA3oGDnyNRGkIj2ddR-GzRlUJfkYwVUmd6cxbxum1tBkvOuA,"€ 999,00",IKEA,2780060567547347008,17063049476295701811,1854360406281601595
https://www.google.com/search?q=corner+sofa+furniture&udm=28&gl=AT,Italian Style Modern Leather Sectional Sofa,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQeS05WWOfTlHfrHL5SIOmCyQN_N2sAIs3epCOjA5DwFJiwg_wmfq-4p1sEC27YqdyXlUw_RUbBystdb8RzpS2GgAFfdS1kiKj9-BFlFH0,"€ 3.206,05",Lixra,4702617155563277083,418234396393155953,3071722201646233483
